frame,sign,kx,ky,sbxframe
10740,-1,-12,12,2897
10755,1,10,-4,2901
10770,1,2,-11,2905
10785,-1,-5,5,2909
10800,1,-3,11,2913
10815,1,6,-10,2917
10830,-1,-1,2,2921
10845,1,-8,-9,2925
10860,-1,-10,4,2928
10875,1,-12,-12,2932
10890,1,9,-1,2936
10905,-1,9,4,2940
10920,1,5,11,2944
10935,-1,5,11,2948
10950,1,-12,1,2952
10965,1,-12,4,2955
10980,-1,-2,-3,2959
10995,-1,3,0,2963
11010,-1,12,6,2967
11025,1,10,-2,2971
11040,1,-5,9,2975
11055,1,2,7,2979
11070,1,-1,2,2983
11085,-1,2,7,2986
11100,-1,-4,2,2990
11115,-1,-11,4,2994
11130,-1,-1,3,2998
11145,-1,8,-4,3002
11160,1,5,1,3006
11175,-1,-7,4,3010
11190,1,3,11,3013
11205,1,-1,-10,3017
11220,-1,-8,10,3021
11235,1,-4,-11,3025
11250,1,-3,-7,3029
11265,1,10,-4,3033
11280,-1,0,10,3037
11295,-1,5,-3,3041
11310,-1,2,8,3044
11325,-1,3,-7,3048
11340,-1,3,-10,3052
11355,-1,3,12,3056
11370,-1,8,-8,3060
11385,1,-5,2,3064
11400,-1,-1,3,3068
11415,-1,7,7,3071
11430,-1,6,2,3075
11445,-1,2,-3,3079
11460,1,5,-9,3083
11475,-1,-4,-10,3087
11490,1,-9,8,3091
11505,-1,-11,12,3095
11520,1,-7,-11,3099
11535,-1,-12,-11,3102
11550,1,2,-7,3106
11565,-1,-10,-5,3110
11580,1,-12,-3,3114
11595,1,3,2,3118
11610,1,12,-1,3122
11625,-1,-3,8,3126
11640,1,8,-7,3129
11655,-1,-10,-3,3133
11670,1,8,8,3137
11685,-1,5,-5,3141
11700,1,-8,7,3145
11715,1,5,-1,3149
11730,1,-1,-4,3153
11745,-1,9,7,3157
11760,1,0,-7,3160
11775,1,7,-1,3164
11790,1,-7,0,3168
11805,1,-2,11,3172
11820,1,4,6,3176
11835,-1,-6,0,3180
11850,-1,-10,-9,3184
11865,1,0,0,3188
11880,-1,-10,-6,3191
11895,-1,3,-1,3195
11910,1,3,12,3199
11925,-1,11,-10,3203
11940,1,8,-2,3207
11955,-1,12,-11,3211
11970,1,-10,-4,3215
11985,1,-12,6,3218
12000,-1,8,7,3222
12015,-1,12,2,3226
12030,-1,1,0,3230
12045,1,-12,4,3234
12060,-1,5,5,3238
12075,-1,7,-6,3242
12090,1,6,7,3246
12105,1,-9,5,3249
12120,-1,3,7,3253
12135,1,-7,-8,3257
12150,1,11,0,3261
12165,-1,1,3,3265
12180,1,-5,-4,3269
12195,-1,-7,-1,3273
12210,1,-6,3,3276
12225,-1,11,10,3280
12240,-1,-12,6,3284
12255,-1,5,-4,3288
12270,-1,12,6,3292
12285,-1,-7,-4,3296
12300,1,7,1,3300
12315,1,10,12,3304
12330,1,-7,-2,3307
12345,-1,-12,8,3311
12360,-1,-5,6,3315
12375,-1,1,-9,3319
12390,1,7,8,3323
12405,-1,4,-2,3327
12420,-1,11,-2,3331
12435,1,6,-5,3334
12450,-1,9,-4,3338
12465,-1,-2,-7,3342
12480,-1,-5,-6,3346
12495,-1,2,11,3350
12510,1,5,-2,3354
12525,1,12,10,3358
12540,1,11,3,3362
12555,-1,0,-9,3365
12570,1,-9,-4,3369
12585,-1,-7,5,3373
12600,-1,7,0,3377
12615,1,-5,-8,3381
12630,1,2,7,3385
12645,-1,-1,-1,3389
12660,1,7,-10,3392
12675,-1,9,0,3396
12690,1,3,-3,3400
12705,-1,6,4,3404
12720,-1,10,10,3408
12735,-1,-11,10,3412
12750,-1,6,-10,3416
12765,1,10,5,3420
12780,1,-3,-5,3423
12795,-1,7,-9,3427
12810,-1,7,-12,3431
12825,1,-7,3,3435
12840,1,-6,-8,3439
12855,-1,-2,-10,3443
12870,-1,4,4,3447
12885,-1,4,3,3451
12900,-1,-3,-7,3454
12915,-1,10,-8,3458
12930,-1,-7,11,3462
12945,1,-4,4,3466
12960,1,-11,10,3470
12975,1,1,-3,3474
12990,-1,-12,1,3478
13005,-1,-10,6,3481
13020,1,-3,5,3485
13035,-1,5,-1,3489
13050,-1,8,3,3493
13065,-1,8,2,3497
13080,-1,3,-12,3501
13095,-1,-6,-4,3505
13110,1,-10,-8,3509
13125,-1,-7,5,3512
13140,1,-2,11,3516
13155,1,5,-4,3520
13170,-1,11,-11,3524
13185,-1,4,-4,3528
13200,-1,4,8,3532
13215,-1,6,2,3536
13230,1,4,7,3539
13245,-1,-7,-8,3543
13260,1,-6,-2,3547
13275,-1,-2,4,3551
13290,-1,1,-4,3555
13305,-1,-6,8,3559
13320,1,-8,-11,3563
13335,1,-5,-1,3567
13350,1,11,5,3570
13365,-1,12,-2,3574
13380,1,-10,0,3578
13395,1,-8,6,3582
13410,1,-6,12,3586
13425,-1,-10,-8,3590
13440,1,1,11,3594
13455,1,-10,-10,3597
13470,1,7,8,3601
13485,-1,8,-1,3605
13500,1,-2,-8,3609
13515,-1,-8,1,3613
13530,-1,4,5,3617
13545,-1,-9,8,3621
13560,-1,-8,-11,3625
13575,-1,-6,-5,3628
13590,1,6,1,3632
13605,-1,12,3,3636
13620,-1,3,6,3640
13635,1,9,2,3644
13650,-1,-4,9,3648
13665,-1,-3,10,3652
13680,1,5,-9,3655
13695,1,-12,-5,3659
13710,-1,8,3,3663
13725,-1,7,1,3667
13740,-1,-1,0,3671
13755,1,12,12,3675
13770,-1,-2,3,3679
13785,-1,10,1,3683
13800,-1,-2,9,3686
13815,-1,4,11,3690
13830,-1,0,6,3694
13845,-1,-7,1,3698
13860,-1,-5,8,3702
13875,-1,-5,9,3706
13890,-1,2,3,3710
13905,1,3,4,3713
13920,-1,-8,1,3717
13935,1,2,-3,3721
13950,1,-12,4,3725
13965,1,-10,11,3729
13980,-1,8,10,3733
13995,-1,2,-2,3737
14010,-1,0,-4,3741
14025,-1,1,-7,3744
14040,-1,-1,-5,3748
14055,1,-2,-9,3752
14070,1,-4,9,3756
14085,1,6,-7,3760
14100,-1,9,-5,3764
14115,1,3,3,3768
14130,-1,-6,-6,3772
14145,1,7,-8,3775
14160,1,-11,5,3779
14175,-1,-3,6,3783
14190,1,-11,-6,3787
14205,1,-1,0,3791
14220,-1,2,2,3795
14235,1,11,4,3799
14250,1,5,3,3802
14265,1,10,12,3806
14280,1,-5,-4,3810
14295,-1,-4,-12,3814
14310,1,-7,12,3818
14325,-1,4,-10,3822
14340,-1,4,-1,3826
14355,-1,-6,-3,3830
14370,1,0,5,3833
14385,-1,1,-9,3837
14400,-1,2,4,3841
14415,-1,-10,-4,3845
14430,1,-4,-7,3849
14445,-1,3,9,3853
14460,-1,7,1,3857
14475,1,-5,2,3860
14490,-1,10,6,3864
14505,1,7,8,3868
14520,1,-5,3,3872
14535,-1,-1,-1,3876
14550,1,8,-2,3880
14565,1,-5,-4,3884
14580,1,9,8,3888
14595,1,10,-1,3891
14610,1,8,11,3895
14625,-1,3,6,3899
14640,1,-7,6,3903
14655,1,-3,12,3907
14670,1,-5,-2,3911
14685,-1,11,6,3915
14700,1,-8,12,3918
14715,-1,-10,-8,3922
14730,1,-1,-10,3926
14745,1,2,5,3930
14760,1,-2,-1,3934
14775,-1,-6,6,3938
14790,1,-5,-12,3942
14805,-1,-5,8,3946
14820,-1,0,-10,3949
14835,-1,-4,11,3953
14850,-1,-1,-11,3957
14865,1,-11,12,3961
14880,-1,-9,10,3965
14895,-1,-1,8,3969
14910,-1,-11,-7,3973
14925,-1,-9,-3,3976
14940,-1,5,-2,3980
14955,1,2,-9,3984
14970,1,8,-11,3988
14985,1,12,-10,3992
15000,1,-6,6,3996
15015,-1,1,7,4000
15030,-1,5,-5,4004
15045,-1,11,-6,4007
15060,-1,-6,6,4011
15075,-1,-5,7,4015
15090,-1,-6,7,4019
15105,-1,-10,-2,4023
15120,-1,-5,-7,4027
15135,-1,11,-9,4031
15150,-1,-1,-4,4035
15165,1,-7,-10,4038
15180,-1,-7,-11,4042
15195,-1,-4,-3,4046
15210,1,7,1,4050
15225,-1,10,-9,4054
15240,-1,-1,12,4058
15255,1,4,1,4062
15270,-1,6,8,4065
15285,1,3,-3,4069
15300,1,-3,2,4073
15315,-1,3,6,4077
15330,-1,-6,9,4081
15345,-1,5,-6,4085
15360,1,-9,6,4089
15375,-1,11,-9,4093
15390,-1,-3,-9,4096
15405,-1,-10,11,4100
15420,1,6,0,4104
15435,-1,-10,8,4108
15450,-1,8,8,4112
15465,1,-2,8,4116
15480,1,-3,3,4120
15495,-1,7,-7,4123
15510,1,8,5,4127
15525,1,-3,-11,4131
15540,1,5,-1,4135
15555,-1,-8,9,4139
15570,-1,9,-11,4143
15585,1,-1,-7,4147
15600,1,-8,5,4151
15615,-1,9,5,4154
15630,-1,0,-7,4158
15645,-1,7,3,4162
15660,-1,-7,-1,4166
15675,-1,-6,-9,4170
15690,1,6,7,4174
15705,1,5,-2,4178
15720,1,-10,2,4181
15735,-1,-9,-4,4185
15750,-1,-3,-1,4189
15765,1,11,-5,4193
15780,1,-11,10,4197
15795,1,10,-12,4201
15810,-1,-6,8,4205
