frame,sign,kx,ky,sbxframe
2955,-1,2,-5,888
2970,1,-2,-10,891
2985,1,9,-9,895
3000,1,2,10,899
3015,1,5,-2,903
3030,-1,-12,1,907
3045,1,7,5,911
3060,1,2,-7,915
3075,1,-7,6,918
3090,1,-8,8,922
3105,-1,-7,-6,926
3120,1,-3,-6,930
3135,1,-4,-3,934
3150,-1,4,3,938
3165,1,0,0,942
3180,-1,3,-1,946
3195,-1,-2,-3,949
3210,1,-7,12,953
3225,1,-9,-1,957
3240,1,7,4,961
3255,1,9,-8,965
3270,1,1,8,969
3285,-1,-8,-5,973
3300,1,5,10,976
3315,1,-11,5,980
3330,1,-10,1,984
3345,1,3,8,988
3360,-1,7,-5,992
3375,-1,0,6,996
3390,-1,-11,-9,1000
3405,-1,12,4,1004
3420,-1,-7,-10,1007
3435,-1,-7,-1,1011
3450,1,11,9,1015
3465,-1,-12,9,1019
3480,-1,-1,-1,1023
3495,1,-9,-12,1027
3510,-1,9,3,1031
3525,1,-7,2,1034
3540,-1,5,9,1038
3555,-1,-6,10,1042
3570,-1,9,-1,1046
3585,-1,-11,-7,1050
3600,-1,-8,11,1054
3615,1,-9,-5,1058
3630,-1,8,5,1062
3645,1,-4,0,1065
3660,1,-3,-1,1069
3675,-1,-7,-2,1073
3690,-1,6,-11,1077
3705,-1,-1,-5,1081
3720,1,-4,4,1085
3735,1,-1,-8,1089
3750,-1,-8,11,1093
3765,-1,0,-3,1096
3780,-1,9,6,1100
3795,-1,5,-4,1104
3810,1,5,4,1108
3825,-1,-5,-12,1112
3840,-1,8,-12,1116
3855,1,5,7,1120
3870,1,-12,7,1123
3885,-1,-4,10,1127
3900,1,-6,-5,1131
3915,-1,8,10,1135
3930,1,9,9,1139
3945,1,1,9,1143
3960,-1,-5,-2,1147
3975,-1,4,4,1151
3990,1,-5,0,1154
4005,-1,8,-12,1158
4020,1,-4,-10,1162
4035,-1,-1,-10,1166
4050,-1,-6,4,1170
4065,1,2,-6,1174
4080,1,12,-11,1178
4095,-1,0,8,1181
4110,-1,0,-5,1185
4125,1,4,-11,1189
4140,-1,-11,-12,1193
4155,-1,-2,-3,1197
4170,-1,-9,-12,1201
4185,-1,8,-6,1205
4200,1,0,-6,1209
4215,-1,0,-3,1212
4230,1,10,11,1216
4245,1,2,1,1220
4260,-1,-10,-1,1224
4275,-1,-5,5,1228
4290,-1,-10,2,1232
4305,-1,-3,5,1236
4320,-1,-2,-11,1239
4335,-1,0,-12,1243
4350,-1,5,9,1247
4365,1,6,2,1251
4380,-1,-11,8,1255
4395,-1,10,-6,1259
4410,1,12,4,1263
4425,1,-11,-2,1267
4440,1,6,6,1270
4455,1,9,9,1274
4470,1,-4,10,1278
4485,-1,-4,2,1282
4500,1,-11,11,1286
4515,1,0,11,1290
4530,1,-8,12,1294
4545,1,2,7,1298
4560,1,4,7,1301
4575,1,-10,2,1305
4590,1,10,11,1309
4605,1,1,-9,1313
4620,-1,-6,10,1317
4635,-1,9,-1,1321
4650,-1,11,9,1325
4665,-1,-6,0,1328
4680,1,2,0,1332
4695,1,8,-5,1336
4710,-1,5,11,1340
4725,1,-12,1,1344
4740,1,0,2,1348
4755,1,-6,-6,1352
4770,-1,-3,4,1356
4785,1,-1,-8,1359
4800,1,-4,2,1363
4815,1,11,0,1367
4830,-1,7,-1,1371
4845,1,-7,-9,1375
4860,-1,9,10,1379
4875,-1,-11,-3,1383
4890,-1,12,3,1386
4905,1,-3,-9,1390
4920,1,2,9,1394
4935,1,-2,-10,1398
4950,1,-2,6,1402
4965,1,12,5,1406
4980,-1,-3,8,1410
4995,-1,6,5,1414
5010,1,1,-6,1417
5025,-1,9,-6,1421
5040,1,-5,5,1425
5055,-1,-6,10,1429
5070,-1,9,12,1433
5085,-1,3,9,1437
5100,1,6,8,1441
5115,-1,0,-8,1444
5130,1,-7,9,1448
5145,-1,-5,4,1452
5160,1,7,-9,1456
5175,-1,9,12,1460
5190,1,-12,-1,1464
5205,-1,-9,-7,1468
5220,-1,11,-1,1472
5235,-1,-2,-9,1475
5250,-1,6,-8,1479
5265,1,0,-8,1483
5280,-1,-6,-5,1487
5295,1,-4,8,1491
5310,-1,-1,-6,1495
5325,-1,4,-12,1499
5340,-1,9,-1,1503
5355,1,9,-5,1506
5370,-1,-2,-6,1510
5385,-1,-8,-2,1514
5400,1,-9,-3,1518
5415,1,-10,12,1522
5430,-1,8,8,1526
5445,1,7,4,1530
5460,1,6,10,1533
5475,1,3,7,1537
5490,-1,3,10,1541
5505,1,-3,6,1545
5520,1,-12,12,1549
5535,1,-5,1,1553
5550,1,9,-11,1557
5565,1,-6,9,1561
5580,1,-4,12,1564
5595,1,-12,6,1568
5610,-1,8,-12,1572
5625,1,-8,-7,1576
5640,1,0,6,1580
5655,-1,10,8,1584
5670,-1,-1,-1,1588
5685,1,0,-6,1591
5700,-1,-1,12,1595
5715,1,-8,-2,1599
5730,-1,-3,6,1603
5745,1,-4,2,1607
5760,1,9,6,1611
5775,1,-8,4,1615
5790,-1,-4,-9,1619
5805,1,6,-8,1622
5820,-1,3,12,1626
5835,-1,-11,-9,1630
5850,-1,7,7,1634
5865,1,-4,-7,1638
5880,-1,-3,-10,1642
5895,1,-10,-2,1646
5910,-1,-12,8,1650
5925,1,-12,-10,1653
5940,-1,5,1,1657
5955,-1,-1,3,1661
5970,1,5,-7,1665
5985,-1,-2,-1,1669
6000,-1,-4,-11,1673
6015,-1,7,10,1677
6030,1,-10,-7,1680
6045,-1,-12,1,1684
6060,1,2,-10,1688
6075,-1,-5,-11,1692
6090,-1,2,-9,1696
6105,-1,10,-11,1700
6120,1,11,-12,1704
6135,-1,12,-10,1708
6150,1,-2,-6,1711
6165,1,-6,5,1715
6180,1,-6,11,1719
6195,-1,2,-6,1723
6210,1,-2,-3,1727
6225,-1,10,4,1731
6240,1,5,-10,1735
6255,1,-8,-3,1738
6270,1,6,-9,1742
6285,-1,4,-7,1746
6300,1,11,6,1750
6315,1,-2,4,1754
6330,-1,-8,9,1758
6345,1,7,-4,1762
6360,1,9,4,1766
6375,-1,8,6,1769
6390,1,-11,-2,1773
6405,-1,9,-5,1777
6420,-1,7,-12,1781
6435,-1,-1,4,1785
6450,1,-10,-7,1789
6465,1,10,12,1793
6480,-1,-4,-5,1796
6495,1,4,-11,1800
6510,-1,-2,-5,1804
6525,-1,8,-7,1808
6540,-1,-3,0,1812
6555,-1,2,12,1816
6570,-1,11,2,1820
6585,-1,-12,-11,1824
6600,1,5,-10,1827
6615,-1,-6,-7,1831
6630,1,-2,3,1835
6645,-1,0,-7,1839
6660,1,0,-11,1843
6675,-1,3,1,1847
6690,1,8,7,1851
6705,1,3,-7,1855
6720,1,-5,6,1858
6735,1,-4,5,1862
6750,-1,11,11,1866
6765,1,0,-3,1870
6780,1,0,2,1874
6795,1,8,1,1878
6810,1,-5,10,1882
6825,1,10,-9,1885
6840,1,4,-4,1889
6855,1,-10,-1,1893
6870,-1,-8,7,1897
6885,-1,4,10,1901
6900,1,-11,9,1905
6915,-1,-4,-5,1909
6930,1,12,-2,1913
6945,-1,-8,-1,1916
6960,1,-2,-2,1920
6975,1,10,2,1924
6990,-1,0,-4,1928
7005,-1,12,1,1932
7020,-1,6,-1,1936
7035,-1,1,-5,1940
7050,1,-3,2,1943
7065,-1,-2,-12,1947
7080,1,1,-8,1951
7095,1,-12,-3,1955
7110,1,-2,7,1959
7125,1,-11,7,1963
7140,1,9,-5,1967
7155,-1,0,10,1971
7170,-1,-2,0,1974
7185,1,-4,7,1978
7200,-1,9,-10,1982
7215,1,-4,-5,1986
7230,-1,-12,-2,1990
7245,-1,-10,-6,1994
7260,-1,7,7,1998
7275,1,-9,-5,2001
7290,1,6,-4,2005
7305,1,6,7,2009
7320,1,-12,-5,2013
7335,1,-11,-7,2017
7350,1,-5,-7,2021
7365,1,2,-3,2025
7380,1,8,-7,2029
7395,-1,-10,12,2032
7410,1,-11,8,2036
7425,-1,-3,0,2040
7440,1,-11,-3,2044
7455,-1,-5,-4,2048
7470,-1,-2,-5,2052
7485,1,-3,5,2056
7500,1,-8,10,2060
7515,-1,6,7,2063
7530,-1,-2,8,2067
7545,-1,5,5,2071
7560,-1,-11,-10,2075
7575,1,9,-7,2079
7590,1,9,-8,2083
7605,1,-7,-1,2087
7620,-1,-11,-7,2090
7635,-1,-8,-8,2094
7650,1,4,9,2098
7665,-1,-5,7,2102
7680,-1,-4,11,2106
7695,1,-1,3,2110
7710,-1,0,-12,2114
7725,-1,12,-6,2118
7740,1,-2,11,2121
7755,1,-3,-6,2125
7770,1,7,0,2129
7785,-1,-2,4,2133
7800,1,11,-2,2137
7815,-1,-12,2,2141
7830,-1,3,-7,2145
7845,1,-10,-11,2148
7860,1,-3,4,2152
7875,1,-10,0,2156
7890,1,9,-11,2160
7905,-1,-10,-11,2164
7920,1,8,0,2168
7935,1,6,4,2172
7950,1,5,3,2176
7965,-1,-5,2,2179
7980,-1,-11,11,2183
7995,1,-8,-8,2187
8010,-1,-8,-12,2191
8025,1,3,-11,2195
8040,1,3,-7,2199
8055,-1,5,-12,2203
8070,-1,-3,9,2207
8085,-1,-6,8,2210
8100,1,12,-4,2214
8115,-1,8,8,2218
8130,1,8,11,2222
8145,-1,-10,-7,2226
8160,1,-11,5,2230
8175,1,-10,1,2234
8190,1,-5,7,2237
8205,-1,-5,4,2241
8220,1,-4,8,2245
8235,-1,2,4,2249
8250,1,0,4,2253
8265,1,-1,1,2257
8280,-1,-2,-7,2261
8295,-1,-12,5,2265
8310,1,0,-6,2268
8325,-1,3,11,2272
8340,1,5,-3,2276
8355,-1,11,-9,2280
8370,1,-11,12,2284
8385,-1,5,5,2288
8400,-1,7,-12,2292
8415,-1,6,6,2295
8430,1,12,-7,2299
8445,1,-11,-6,2303
8460,-1,-11,11,2307
8475,-1,-1,-4,2311
8490,1,1,2,2315
8505,1,-5,7,2319
8520,1,2,-6,2323
8535,-1,0,-5,2326
8550,-1,6,12,2330
8565,1,4,3,2334
8580,-1,2,7,2338
8595,1,5,-4,2342
8610,-1,3,2,2346
8625,-1,-5,3,2350
8640,1,9,1,2353
8655,-1,11,-7,2357
8670,1,-11,0,2361
8685,1,11,10,2365
8700,1,-5,-9,2369
8715,-1,3,-9,2373
8730,-1,-8,-5,2377
8745,-1,0,12,2381
8760,-1,12,-2,2384
8775,1,9,10,2388
8790,-1,12,3,2392
8805,1,10,9,2396
8820,1,-4,8,2400
8835,-1,-11,-7,2404
8850,1,-10,8,2408
8865,1,10,-3,2412
8880,-1,10,3,2415
8895,-1,-10,0,2419
8910,-1,8,-8,2423
8925,1,12,-9,2427
8940,1,-7,9,2431
8955,1,1,-10,2435
8970,-1,-7,-5,2439
8985,-1,-10,5,2442
9000,-1,12,2,2446
9015,-1,1,3,2450
9030,-1,-11,-12,2454
9045,1,-9,8,2458
9060,-1,4,4,2462
9075,1,5,-6,2466
9090,-1,1,12,2470
9105,1,9,11,2473
9120,-1,-1,6,2477
9135,1,0,9,2481
9150,1,-3,7,2485
9165,1,-8,11,2489
9180,1,-5,-9,2493
9195,1,-3,-3,2497
9210,1,-4,10,2500
9225,-1,9,-2,2504
9240,-1,-1,6,2508
9255,-1,-3,-9,2512
9270,1,8,3,2516
9285,1,7,2,2520
9300,-1,-10,-9,2524
9315,-1,-7,0,2528
9330,1,-11,-5,2531
9345,1,10,-6,2535
9360,-1,5,-2,2539
9375,-1,11,0,2543
9390,-1,-8,-10,2547
9405,1,4,-6,2551
9420,-1,-7,-4,2555
9435,-1,-3,-7,2558
9450,-1,-8,-12,2562
9465,1,2,12,2566
9480,-1,-8,-4,2570
9495,1,-3,-4,2574
9510,-1,-6,3,2578
9525,1,0,-7,2582
9540,-1,0,10,2586
9555,-1,0,-9,2589
9570,1,-3,6,2593
9585,-1,-12,8,2597
9600,1,6,8,2601
9615,1,-6,2,2605
9630,-1,-4,1,2609
9645,1,3,-11,2613
9660,-1,6,-3,2617
9675,-1,0,12,2620
9690,1,9,6,2624
9705,1,-10,-5,2628
9720,-1,-9,-5,2632
9735,1,-3,-1,2636
9750,-1,-5,8,2640
9765,-1,6,-6,2644
9780,1,-10,5,2647
9795,-1,-9,10,2651
9810,-1,11,-10,2655
9825,1,12,-10,2659
9840,-1,-3,-10,2663
9855,1,-2,-6,2667
9870,1,-8,9,2671
9885,-1,5,3,2675
9900,1,-3,1,2678
9915,1,1,-4,2682
9930,-1,2,1,2686
9945,-1,-5,7,2690
9960,-1,8,10,2694
9975,-1,9,7,2698
9990,1,-7,1,2702
10005,1,-10,11,2705
10020,1,-12,12,2709
10035,1,-2,3,2713
10050,1,1,-9,2717
10065,-1,-9,-3,2721
10080,-1,11,-11,2725
10095,1,0,-4,2729
10110,-1,-1,11,2733
10125,1,-3,7,2736
10140,-1,-12,-3,2740
10155,1,-4,0,2744
10170,-1,3,-5,2748
10185,-1,11,12,2752
10200,1,-4,-10,2756
10215,1,4,-6,2760
10230,1,-6,8,2763
10245,1,0,10,2767
10260,-1,-1,-2,2771
10275,-1,0,12,2775
10290,1,7,-3,2779
10305,-1,2,4,2783
10320,1,8,6,2787
10335,-1,-12,11,2791
10350,-1,1,-5,2794
10365,1,11,-2,2798
10380,1,0,8,2802
10395,-1,8,8,2806
10410,-1,9,-3,2810
10425,1,11,5,2814
10440,1,-3,-3,2818
10455,-1,-12,-1,2822
10470,-1,3,1,2825
10485,1,-10,-9,2829
10500,1,-12,6,2833
10515,-1,7,5,2837
10530,1,8,-10,2841
10545,1,-10,8,2845
10560,-1,10,0,2849
10575,1,1,5,2852
10590,1,-2,5,2856
10605,-1,-5,-9,2860
10620,-1,5,-10,2864
10635,-1,12,9,2868
10650,-1,0,3,2872
10665,1,-8,-12,2876
10680,1,-4,-8,2880
10695,1,10,1,2883
10710,1,-10,8,2887
10725,-1,8,6,2891
10740,-1,-1,1,2895
10755,-1,-5,12,2899
10770,-1,3,5,2903
10785,-1,5,10,2907
10800,1,-10,-12,2910
10815,1,7,-12,2914
10830,-1,-9,-5,2918
10845,1,9,-3,2922
10860,1,12,7,2926
10875,1,2,4,2930
10890,1,8,5,2934
10905,-1,-11,-11,2938
10920,-1,3,-5,2941
10935,-1,0,-7,2945
10950,1,6,-6,2949
10965,1,8,-8,2953
10980,1,11,-6,2957
10995,1,9,6,2961
11010,1,-1,-3,2965
11025,-1,3,-8,2969
11040,1,-6,2,2972
11055,-1,-1,-10,2976
11070,1,-5,2,2980
11085,1,-4,-8,2984
11100,1,11,5,2988
11115,-1,12,8,2992
11130,-1,11,-1,2996
11145,-1,-1,9,2999
11160,1,0,11,3003
11175,1,-1,-7,3007
11190,1,7,-10,3011
11205,1,11,-5,3015
11220,-1,-6,8,3019
11235,-1,4,-1,3023
11250,1,-7,-1,3027
11265,-1,10,10,3030
11280,1,10,8,3034
11295,1,1,6,3038
11310,1,-4,0,3042
11325,-1,0,-10,3046
11340,-1,-4,-2,3050
11355,-1,12,-6,3054
11370,-1,8,-7,3057
11385,-1,-12,0,3061
11400,1,-8,-2,3065
11415,-1,-8,-6,3069
11430,1,-11,-8,3073
11445,-1,-3,6,3077
11460,1,4,10,3081
11475,-1,0,-4,3085
11490,1,-12,-5,3088
11505,1,9,-10,3092
11520,-1,1,-5,3096
11535,-1,5,-1,3100
11550,1,11,3,3104
11565,1,-8,2,3108
11580,1,6,6,3112
11595,-1,-5,4,3115
11610,1,-2,-11,3119
11625,-1,-2,7,3123
11640,-1,10,-6,3127
11655,1,-9,6,3131
11670,1,-7,8,3135
11685,1,-1,12,3139
11700,-1,-8,-9,3143
11715,1,9,2,3146
11730,-1,-7,3,3150
11745,-1,5,0,3154
11760,1,4,-11,3158
11775,-1,-2,-5,3162
11790,1,-3,3,3166
11805,1,6,-8,3170
11820,-1,-11,5,3174
11835,1,-2,-3,3177
11850,-1,-1,-5,3181
11865,1,-9,10,3185
11880,1,-6,8,3189
11895,1,-1,-10,3193
11910,-1,2,-2,3197
11925,1,-1,-6,3201
11940,-1,10,-1,3204
11955,-1,-2,-12,3208
11970,-1,-1,10,3212
11985,1,-8,10,3216
12000,1,-1,4,3220
12015,-1,4,2,3224
12030,-1,-4,-9,3228
12045,-1,9,9,3232
12060,-1,0,12,3235
12075,-1,-8,-4,3239
12090,-1,9,-11,3243
12105,1,6,7,3247
12120,1,-6,-4,3251
12135,1,10,1,3255
12150,1,-4,-8,3259
12165,1,9,-10,3262
12180,1,-2,12,3266
12195,1,10,9,3270
12210,-1,3,-1,3274
12225,-1,0,-8,3278
12240,1,-5,2,3282
12255,1,10,6,3286
12270,-1,3,1,3290
12285,-1,-10,9,3293
12300,-1,-11,11,3297
12315,-1,2,4,3301
12330,1,1,9,3305
12345,1,-5,-7,3309
12360,1,-3,8,3313
12375,-1,-1,-7,3317
12390,1,-11,1,3320
12405,1,2,3,3324
12420,1,-3,-10,3328
12435,1,-12,12,3332
12450,-1,11,-3,3336
12465,-1,-4,-8,3340
12480,1,7,11,3344
12495,-1,3,9,3348
12510,-1,-2,8,3351
12525,-1,1,-2,3355
12540,1,10,-1,3359
12555,-1,-10,2,3363
12570,1,10,8,3367
12585,-1,-2,-6,3371
12600,-1,-9,4,3375
12615,1,-3,1,3379
12630,-1,-1,3,3382
12645,-1,0,-10,3386
12660,1,-1,11,3390
12675,1,-5,3,3394
12690,1,-3,-4,3398
12705,1,6,-4,3402
12720,-1,4,6,3406
12735,-1,11,10,3409
12750,-1,12,9,3413
12765,-1,6,11,3417
12780,1,-4,11,3421
12795,-1,-7,4,3425
12810,-1,-3,1,3429
12825,-1,12,3,3433
12840,1,-4,-1,3437
12855,-1,8,-3,3440
12870,-1,-8,2,3444
12885,-1,-1,-11,3448
12900,-1,-11,12,3452
12915,-1,8,-10,3456
12930,-1,-11,-9,3460
12945,1,3,-7,3464
12960,1,2,-4,3467
12975,1,-5,5,3471
12990,-1,-12,1,3475
13005,1,5,-8,3479
13020,1,6,-9,3483
13035,1,-4,-5,3487
13050,-1,-10,6,3491
13065,-1,10,6,3495
13080,1,5,8,3498
13095,-1,2,-8,3502
13110,1,1,-7,3506
13125,-1,-9,4,3510
13140,-1,12,11,3514
13155,1,-6,-11,3518
13170,-1,-1,-10,3522
13185,1,10,-1,3525
13200,-1,-10,7,3529
13215,1,-5,6,3533
13230,1,8,-12,3537
13245,-1,-11,-3,3541
13260,-1,-6,6,3545
13275,-1,3,-3,3549
13290,1,-10,10,3553
13305,1,-4,-11,3556
13320,1,-9,5,3560
13335,-1,10,-3,3564
13350,-1,-11,7,3568
13365,1,7,-11,3572
13380,-1,7,-11,3576
13395,1,1,9,3580
13410,-1,3,-9,3584
13425,1,-6,6,3587
13440,-1,-7,-10,3591
13455,1,8,-2,3595
13470,-1,6,12,3599
13485,1,12,-5,3603
13500,-1,10,-9,3607
13515,1,-9,-6,3611
13530,1,11,2,3614
13545,1,4,1,3618
13560,-1,2,-12,3622
13575,1,-12,10,3626
13590,1,10,9,3630
13605,1,6,-10,3634
13620,1,12,-8,3638
13635,1,-6,9,3642
13650,1,8,-12,3645
13665,-1,1,-8,3649
13680,-1,12,9,3653
13695,-1,3,10,3657
13710,1,-3,-8,3661
13725,-1,-5,0,3665
13740,1,12,-10,3669
13755,-1,12,-11,3672
13770,-1,7,-1,3676
13785,-1,11,0,3680
13800,1,12,-8,3684
13815,1,-9,10,3688
13830,1,-6,-5,3692
13845,1,-12,7,3696
13860,-1,9,-9,3700
13875,1,8,3,3703
13890,1,6,8,3707
13905,1,-10,-7,3711
13920,-1,-1,-5,3715
13935,1,1,0,3719
13950,-1,1,-7,3723
13965,1,4,-11,3727
13980,-1,4,-12,3731
13995,-1,-4,-11,3734
14010,1,5,-12,3738
14025,-1,-4,-6,3742
14040,-1,-10,11,3746
14055,1,0,9,3750
14070,1,-6,8,3754
14085,1,-4,10,3758
14100,1,-11,-8,3761
14115,-1,-10,-2,3765
14130,1,11,4,3769
14145,-1,-9,-3,3773
14160,1,8,-9,3777
14175,-1,-6,4,3781
14190,1,1,2,3785
14205,-1,-6,-5,3789
14220,1,2,7,3792
14235,1,-4,8,3796
14250,1,-4,-8,3800
14265,1,3,-11,3804
14280,1,2,6,3808
14295,1,3,-5,3812
14310,-1,-12,-7,3816
14325,1,9,4,3819
14340,-1,3,5,3823
14355,-1,-2,-1,3827
14370,1,6,-10,3831
14385,-1,3,-9,3835
14400,-1,-7,11,3839
14415,1,-11,9,3843
14430,-1,12,-9,3847
14445,-1,-12,-3,3850
14460,-1,-10,11,3854
14475,1,-7,-12,3858
14490,-1,-6,6,3862
14505,-1,2,0,3866
14520,1,-9,5,3870
14535,-1,-11,-2,3874
14550,-1,9,-7,3877
14565,-1,8,-4,3881
14580,-1,3,-3,3885
14595,-1,12,3,3889
14610,1,2,-8,3893
14625,-1,-11,0,3897
14640,1,-4,-8,3901
14655,1,12,10,3905
14670,1,-11,7,3908
14685,-1,1,10,3912
14700,1,-3,-4,3916
14715,-1,-3,-5,3920
14730,1,11,0,3924
14745,1,4,0,3928
14760,-1,-3,-4,3932
14775,1,7,-10,3936
14790,-1,4,-5,3939
14805,-1,0,9,3943
14820,-1,-2,-11,3947
14835,-1,-4,-7,3951
14850,-1,-7,-3,3955
14865,1,4,-11,3959
14880,-1,10,7,3963
14895,-1,-11,12,3966
14910,1,11,9,3970
14925,1,7,-9,3974
14940,-1,2,-9,3978
14955,-1,-6,4,3982
14970,1,9,5,3986
14985,1,-4,-11,3990
15000,-1,-12,8,3994
15015,-1,0,3,3997
15030,1,2,-1,4001
15045,-1,5,-8,4005
15060,-1,-10,6,4009
15075,-1,-7,-4,4013
15090,1,1,-3,4017
15105,-1,-2,-3,4021
15120,1,10,4,4024
15135,1,-4,8,4028
15150,-1,-3,12,4032
15165,1,10,6,4036
15180,-1,7,8,4040
15195,-1,5,-6,4044
15210,-1,11,11,4048
15225,-1,-1,7,4052
15240,-1,10,12,4055
15255,-1,-8,-11,4059
15270,1,3,5,4063
15285,-1,5,-7,4067
15300,1,4,1,4071
15315,1,12,7,4075
15330,1,-10,-3,4079
15345,-1,-11,-8,4082
15360,-1,12,3,4086
15375,-1,0,-7,4090
15390,1,1,1,4094
15405,1,-11,11,4098
15420,1,-2,6,4102
15435,1,-11,-8,4106
15450,1,-1,1,4110
15465,-1,6,5,4113
15480,1,9,9,4117
15495,-1,-6,-3,4121
15510,1,-11,-11,4125
15525,1,12,4,4129
15540,-1,-8,-9,4133
15555,1,-1,-3,4137
15570,-1,-12,2,4141
15585,1,11,-6,4144
15600,-1,-9,-4,4148
15615,-1,7,-1,4152
15630,1,4,2,4156
15645,1,1,11,4160
15660,1,-3,-9,4164
15675,-1,-2,-8,4168
15690,-1,5,-4,4171
15705,1,0,-11,4175
15720,-1,-7,-11,4179
15735,1,7,4,4183
15750,-1,-1,7,4187
15765,-1,-2,8,4191
15780,-1,1,3,4195
15795,-1,6,12,4199
15810,1,-1,8,4202
15825,1,9,5,4206
15840,1,-9,10,4210
