frame,sign,kx,ky,sbxframe
15855,-1,-1,11,4216
15870,1,-5,7,4220
15885,1,12,6,4224
15900,1,4,-10,4227
15915,1,-8,-2,4231
15930,-1,-9,-5,4235
15945,1,-2,-2,4239
15960,1,5,3,4243
15975,1,-9,-5,4247
15990,-1,4,3,4251
16005,1,-4,-2,4254
16020,1,-5,-6,4258
16035,-1,-1,4,4262
16050,-1,-9,0,4266
16065,1,3,10,4270
16080,-1,1,5,4274
16095,1,2,3,4278
16110,-1,-8,-7,4282
16125,1,-9,0,4285
16140,1,-7,-6,4289
16155,1,1,10,4293
16170,1,-7,-1,4297
16185,1,11,2,4301
16200,-1,3,-8,4305
16215,-1,-4,-6,4309
16230,-1,-1,-8,4312
16245,-1,2,-2,4316
16260,-1,8,-12,4320
16275,1,-4,-11,4324
16290,-1,-9,-10,4328
16305,1,8,-8,4332
16320,1,8,2,4336
16335,-1,-4,-8,4340
16350,-1,9,1,4343
16365,1,5,7,4347
16380,1,-2,10,4351
16395,1,-10,9,4355
16410,1,4,9,4359
16425,-1,10,2,4363
16440,1,-11,12,4367
16455,-1,-1,8,4370
16470,-1,-6,3,4374
16485,-1,4,8,4378
16500,1,3,10,4382
16515,-1,8,2,4386
16530,1,9,5,4390
16545,-1,10,-3,4394
16560,1,-1,7,4398
16575,1,8,4,4401
16590,-1,-1,10,4405
16605,1,-6,-7,4409
16620,-1,-11,11,4413
16635,1,-10,-6,4417
16650,-1,3,8,4421
16665,1,4,1,4425
16680,1,6,3,4428
16695,-1,-3,-7,4432
16710,-1,-1,-12,4436
16725,-1,5,-6,4440
16740,-1,-7,-4,4444
16755,1,-12,8,4448
16770,1,2,5,4452
16785,1,-8,-6,4456
16800,-1,-5,10,4459
16815,1,-8,-3,4463
16830,-1,11,-9,4467
16845,1,8,-4,4471
16860,-1,-4,-4,4475
16875,1,-4,-10,4479
16890,1,8,-10,4483
16905,1,10,5,4487
16920,-1,-1,-1,4490
16935,1,2,3,4494
16950,-1,12,8,4498
16965,1,3,4,4502
16980,-1,-3,-5,4506
16995,1,12,12,4510
17010,-1,10,-6,4514
17025,1,-7,-10,4517
17040,1,11,2,4521
17055,1,-6,-3,4525
17070,1,-3,-11,4529
17085,1,-12,5,4533
17100,1,2,4,4537
17115,-1,-5,-3,4541
17130,1,-11,3,4545
17145,1,11,-9,4548
17160,1,8,11,4552
17175,1,4,7,4556
17190,1,-2,-3,4560
17205,1,-6,-1,4564
17220,-1,5,11,4568
17235,-1,-5,-12,4572
17250,1,6,12,4575
17265,-1,-3,5,4579
17280,-1,-6,2,4583
17295,1,6,7,4587
17310,-1,-11,0,4591
17325,-1,6,9,4595
17340,-1,-9,2,4599
17355,1,-3,-4,4603
17370,1,11,4,4606
17385,-1,-10,12,4610
17400,1,2,2,4614
17415,-1,9,9,4618
17430,1,-10,-2,4622
17445,1,7,2,4626
17460,-1,9,10,4630
17475,1,10,6,4633
17490,-1,9,9,4637
17505,1,-7,0,4641
17520,-1,-7,-6,4645
17535,1,6,6,4649
17550,1,-7,-7,4653
17565,-1,1,3,4657
17580,-1,-1,0,4661
17595,1,1,2,4664
17610,-1,-8,-11,4668
17625,-1,5,-5,4672
17640,1,-9,-9,4676
17655,1,0,-8,4680
17670,1,-9,0,4684
17685,-1,-9,-11,4688
17700,-1,4,-4,4691
17715,1,-1,-3,4695
17730,-1,-2,-4,4699
17745,-1,-12,-9,4703
17760,-1,3,12,4707
17775,1,6,11,4711
17790,-1,-3,-1,4715
17805,-1,1,-7,4719
17820,1,1,-1,4722
17835,-1,-2,8,4726
17850,1,6,3,4730
17865,1,-5,-1,4734
17880,1,0,-9,4738
17895,1,8,-9,4742
17910,-1,6,0,4746
17925,-1,8,-10,4750
17940,1,10,-7,4753
17955,1,7,4,4757
17970,-1,-6,5,4761
17985,-1,-2,-12,4765
18000,1,-2,12,4769
18015,-1,-1,-1,4773
18030,1,-9,10,4777
18045,1,1,-11,4780
18060,-1,-11,5,4784
18075,-1,-5,10,4788
18090,1,-10,8,4792
18105,1,-9,-8,4796
18120,-1,-11,-10,4800
18135,1,8,11,4804
18150,-1,-8,-12,4808
18165,-1,10,-3,4811
18180,1,-8,-11,4815
18195,-1,3,10,4819
18210,1,5,-4,4823
18225,-1,-9,-9,4827
18240,1,5,-11,4831
18255,1,6,1,4835
18270,1,7,6,4838
18285,1,-6,-11,4842
18300,1,-5,5,4846
18315,1,-11,10,4850
18330,-1,2,-3,4854
18345,1,-2,-1,4858
18360,1,6,1,4862
18375,1,12,-7,4866
18390,-1,4,-11,4869
18405,1,-6,-6,4873
18420,1,7,-8,4877
18435,1,12,-7,4881
18450,-1,3,-10,4885
18465,-1,-6,-7,4889
18480,-1,3,-7,4893
18495,-1,-9,3,4896
18510,-1,12,-3,4900
18525,1,8,-10,4904
18540,1,-6,1,4908
18555,1,-1,-6,4912
18570,-1,11,1,4916
18585,-1,-3,-11,4920
18600,1,12,-4,4924
18615,-1,-11,6,4927
18630,1,6,5,4931
18645,-1,2,6,4935
18660,1,3,5,4939
18675,1,4,-7,4943
18690,1,5,-11,4947
18705,-1,12,4,4951
18720,1,-3,10,4954
18735,1,-2,10,4958
18750,-1,-3,5,4962
18765,1,10,-5,4966
18780,-1,4,10,4970
18795,-1,0,3,4974
18810,-1,11,8,4978
18825,-1,-8,-11,4982
18840,-1,4,3,4985
18855,-1,11,-4,4989
18870,-1,-11,-7,4993
18885,-1,2,-11,4997
18900,1,-1,-1,5001
18915,-1,11,-3,5005
18930,-1,6,0,5009
18945,-1,11,-3,5013
18960,1,-6,2,5016
18975,1,3,8,5020
18990,-1,-9,-5,5024
19005,-1,2,-12,5028
19020,1,5,-7,5032
19035,1,-5,11,5036
19050,1,12,3,5040
19065,-1,9,3,5043
19080,1,-9,-12,5047
19095,-1,10,-4,5051
19110,-1,-3,-6,5055
19125,1,8,-7,5059
19140,1,-12,-9,5063
19155,-1,-5,-8,5067
19170,1,2,-1,5071
19185,1,-1,-10,5074
19200,-1,-10,12,5078
19215,-1,-1,-5,5082
19230,1,-1,-2,5086
19245,1,-2,-12,5090
19260,1,-10,2,5094
19275,1,8,3,5098
19290,-1,0,-6,5101
19305,-1,-3,6,5105
19320,1,4,5,5109
19335,1,-3,10,5113
19350,1,2,6,5117
19365,1,-6,-8,5121
19380,1,11,-1,5125
19395,-1,7,9,5129
19410,-1,2,10,5132
19425,1,7,-1,5136
19440,1,-11,11,5140
19455,1,-12,0,5144
19470,-1,-2,10,5148
19485,-1,7,-9,5152
19500,1,3,-4,5156
19515,1,2,12,5159
19530,1,7,-11,5163
19545,1,5,1,5167
19560,1,9,11,5171
19575,-1,10,8,5175
19590,-1,9,-3,5179
19605,-1,5,-9,5183
19620,1,0,11,5187
19635,-1,-2,-7,5190
19650,-1,7,6,5194
19665,-1,4,6,5198
19680,1,-10,3,5202
19695,-1,1,8,5206
19710,1,2,-4,5210
19725,1,-11,11,5214
19740,1,-2,2,5217
19755,1,-7,-7,5221
19770,-1,3,-2,5225
19785,1,-10,-12,5229
19800,1,4,8,5233
19815,1,-7,10,5237
19830,1,-8,12,5241
19845,-1,-9,-5,5245
19860,1,5,-9,5248
19875,1,2,-2,5252
19890,1,-11,-4,5256
19905,-1,-2,5,5260
19920,-1,-11,-10,5264
19935,-1,11,-12,5268
19950,1,-8,-9,5272
19965,-1,2,-10,5276
19980,-1,-9,0,5279
19995,1,-6,10,5283
20010,-1,8,-1,5287
20025,-1,-8,-7,5291
20040,1,-10,-2,5295
20055,-1,1,-10,5299
20070,1,9,5,5303
20085,-1,-1,7,5306
20100,1,0,-12,5310
20115,1,-2,4,5314
20130,1,-10,7,5318
20145,1,11,-4,5322
20160,1,3,11,5326
20175,-1,-4,6,5330
20190,-1,-10,-9,5334
20205,-1,11,8,5337
20220,1,10,-7,5341
20235,-1,1,-6,5345
20250,1,4,-9,5349
20265,-1,2,-7,5353
20280,-1,10,4,5357
20295,-1,3,7,5361
20310,-1,12,-3,5364
20325,-1,1,-5,5368
20340,-1,0,0,5372
20355,1,7,-4,5376
20370,1,12,-11,5380
20385,-1,-10,-5,5384
20400,1,-4,0,5388
20415,-1,8,9,5392
20430,1,-2,-3,5395
20445,-1,6,-6,5399
20460,-1,-4,-3,5403
20475,-1,-4,-8,5407
20490,1,-7,-3,5411
20505,1,-11,-6,5415
20520,1,9,7,5419
20535,-1,3,9,5422
20550,-1,2,-11,5426
20565,1,-5,-12,5430
20580,-1,-9,-2,5434
20595,1,-7,-5,5438
20610,-1,-8,8,5442
20625,1,-10,-8,5446
20640,1,-2,-3,5450
20655,-1,9,11,5453
20670,-1,11,4,5457
20685,1,-12,9,5461
20700,-1,12,3,5465
20715,1,9,2,5469
20730,1,-9,-4,5473
20745,1,-3,-8,5477
20760,-1,6,4,5480
20775,-1,-3,7,5484
20790,1,-2,11,5488
20805,-1,-6,6,5492
20820,-1,-11,-7,5496
20835,1,-4,-2,5500
20850,-1,-2,-4,5504
20865,-1,-8,-8,5508
20880,-1,2,9,5511
20895,-1,3,-4,5515
20910,1,6,12,5519
20925,-1,-10,-11,5523
20940,1,-4,-9,5527
20955,1,-8,-7,5531
20970,1,2,5,5535
20985,-1,6,4,5539
21000,-1,-5,2,5542
21015,-1,10,1,5546
21030,-1,-6,11,5550
21045,1,9,-12,5554
21060,-1,10,2,5558
21075,-1,-10,2,5562
21090,-1,7,8,5566
21105,-1,-8,6,5569
21120,1,-11,-12,5573
21135,-1,-12,4,5577
21150,1,7,5,5581
21165,-1,-10,12,5585
21180,1,-7,-2,5589
21195,1,-12,7,5593
21210,-1,-5,-2,5597
21225,1,11,-8,5600
21240,-1,-9,-7,5604
21255,1,-10,-12,5608
21270,1,-10,-3,5612
21285,1,8,-11,5616
21300,-1,-7,0,5620
21315,-1,-4,7,5624
21330,1,-1,-1,5627
21345,-1,-1,-7,5631
21360,-1,3,6,5635
21375,1,-6,8,5639
21390,1,6,-1,5643
21405,1,-12,1,5647
21420,-1,3,11,5651
21435,-1,-7,-9,5655
21450,1,1,-8,5658
21465,1,3,9,5662
21480,-1,6,10,5666
21495,1,-11,8,5670
21510,-1,11,0,5674
21525,-1,2,9,5678
21540,-1,-6,-6,5682
21555,-1,-12,11,5685
21570,1,8,-7,5689
21585,-1,-7,-7,5693
21600,-1,3,-4,5697
21615,-1,-11,-12,5701
21630,-1,-3,5,5705
21645,1,-1,3,5709
21660,-1,-9,-11,5713
21675,1,1,-1,5716
21690,-1,-9,-8,5720
21705,-1,-6,9,5724
21720,-1,-2,10,5728
21735,-1,-4,7,5732
21750,-1,9,4,5736
21765,-1,5,-7,5740
21780,1,11,-6,5743
21795,-1,9,-5,5747
21810,1,-3,-8,5751
21825,1,10,-12,5755
21840,-1,4,6,5759
21855,-1,-7,-11,5763
21870,1,-5,2,5767
21885,-1,11,-6,5771
21900,1,-8,-5,5774
21915,1,-12,4,5778
21930,1,-12,-9,5782
21945,1,-3,7,5786
21960,-1,11,8,5790
21975,-1,-11,-7,5794
21990,-1,1,4,5798
22005,-1,-7,-9,5802
22020,1,10,-4,5805
22035,1,-11,-8,5809
22050,1,3,-1,5813
22065,1,10,4,5817
22080,1,-5,9,5821
22095,1,3,-10,5825
22110,-1,-3,5,5829
22125,1,-8,-9,5832
22140,-1,-9,2,5836
22155,-1,0,-5,5840
22170,-1,-9,-10,5844
22185,1,6,-9,5848
22200,1,11,-3,5852
22215,1,-6,4,5856
22230,1,5,-3,5860
22245,1,-12,-1,5863
22260,-1,5,11,5867
22275,1,8,12,5871
22290,1,11,-8,5875
22305,1,-8,-6,5879
22320,-1,2,10,5883
22335,1,-1,-4,5887
22350,-1,6,12,5890
22365,1,5,10,5894
22380,1,11,-11,5898
22395,1,-1,-4,5902
22410,1,-10,5,5906
22425,-1,12,-3,5910
22440,1,2,-1,5914
22455,1,0,-8,5918
22470,-1,6,-9,5921
22485,1,-11,8,5925
22500,1,-7,-6,5929
22515,1,-6,5,5933
22530,-1,-7,11,5937
22545,1,5,6,5941
22560,1,-7,-7,5945
22575,-1,2,12,5948
22590,-1,-3,-11,5952
22605,1,0,-9,5956
22620,1,7,-8,5960
22635,-1,2,-3,5964
22650,1,-10,-11,5968
22665,-1,-7,-5,5972
22680,-1,1,8,5976
22695,1,4,-11,5979
22710,1,-6,-1,5983
22725,-1,7,2,5987
22740,-1,10,8,5991
22755,1,4,2,5995
22770,-1,4,-7,5999
22785,1,2,-12,6003
22800,1,6,10,6006
22815,1,-5,7,6010
22830,1,-2,5,6014
22845,-1,-5,-1,6018
22860,1,8,-4,6022
22875,-1,11,4,6026
22890,-1,-7,0,6030
22905,-1,7,-8,6034
22920,1,-5,-11,6037
22935,-1,5,-9,6041
22950,1,8,7,6045
22965,-1,11,6,6049
22980,-1,1,-11,6053
22995,-1,-4,2,6057
23010,-1,-10,1,6061
23025,-1,-4,-1,6065
23040,1,-6,12,6068
23055,1,-4,-10,6072
23070,1,-6,-9,6076
23085,-1,7,4,6080
23100,1,-10,-6,6084
23115,-1,-10,9,6088
23130,1,11,-1,6092
23145,1,-5,-6,6095
23160,1,-7,-12,6099
23175,1,10,-5,6103
23190,-1,-7,-10,6107
23205,1,-7,-9,6111
23220,-1,3,0,6115
23235,1,-10,5,6119
23250,1,3,11,6123
23265,-1,3,12,6126
23280,1,11,-10,6130
23295,1,-11,10,6134
23310,1,-8,-3,6138
23325,-1,-5,-12,6142
23340,1,-5,-2,6146
23355,1,10,-9,6150
23370,1,-10,-4,6153
23385,1,7,9,6157
23400,1,-5,-8,6161
23415,1,4,-4,6165
23430,-1,0,12,6169
23445,1,-2,-6,6173
23460,-1,-10,-6,6177
23475,1,-9,-9,6181
23490,-1,0,1,6184
23505,-1,6,-10,6188
23520,-1,-11,-6,6192
23535,-1,-12,-4,6196
23550,1,-12,-8,6200
23565,1,-11,-2,6204
23580,1,6,12,6208
23595,-1,-5,9,6211
23610,-1,7,5,6215
23625,-1,10,-1,6219
23640,-1,0,3,6223
23655,-1,9,-8,6227
23670,-1,-12,-11,6231
23685,-1,-10,-7,6235
23700,1,-7,-8,6239
23715,-1,-9,5,6242
23730,-1,1,-12,6246
23745,-1,-10,-11,6250
23760,-1,-8,-2,6254
23775,-1,2,-9,6258
23790,-1,7,-8,6262
23805,1,-2,-2,6266
23820,-1,6,-5,6269
23835,1,10,-11,6273
23850,1,1,-4,6277
23865,-1,1,12,6281
23880,1,11,6,6285
23895,1,6,-4,6289
23910,1,4,10,6293
23925,-1,4,-8,6297
23940,-1,-3,-1,6300
23955,1,11,6,6304
23970,-1,1,-1,6308
23985,-1,10,-3,6312
24000,-1,-11,-1,6316
24015,1,-9,-10,6320
24030,-1,3,-11,6324
24045,1,9,2,6328
24060,1,3,0,6331
24075,1,6,-12,6335
24090,1,-4,-2,6339
24105,-1,5,-2,6343
24120,1,-7,-3,6347
24135,-1,12,-5,6351
24150,1,9,3,6355
24165,-1,-3,-12,6358
24180,-1,1,-8,6362
24195,1,-2,-6,6366
24210,-1,-3,-1,6370
24225,1,11,-11,6374
24240,1,-11,-5,6378
24255,-1,11,-7,6382
24270,-1,3,-1,6386
24285,-1,-11,-7,6389
24300,-1,5,-12,6393
24315,1,-12,1,6397
24330,1,-9,9,6401
24345,1,-11,-1,6405
24360,1,6,5,6409
24375,-1,-7,-2,6413
24390,1,8,2,6416
24405,-1,-7,-10,6420
24420,1,7,0,6424
24435,-1,-8,-9,6428
24450,-1,7,-9,6432
24465,-1,1,10,6436
24480,-1,3,-1,6440
24495,-1,-9,-1,6444
24510,-1,0,9,6447
24525,-1,-9,8,6451
24540,1,7,5,6455
24555,-1,8,9,6459
24570,1,-4,3,6463
24585,-1,-1,9,6467
24600,-1,6,-2,6471
24615,-1,-1,-2,6474
24630,1,1,-2,6478
24645,-1,9,-2,6482
24660,-1,6,-12,6486
24675,-1,-8,8,6490
24690,-1,-8,12,6494
24705,1,-1,-4,6498
24720,-1,-4,-2,6502
24735,1,8,-10,6505
24750,1,-2,-9,6509
24765,-1,-10,-2,6513
24780,-1,0,-10,6517
24795,-1,-2,-5,6521
24810,1,-3,-9,6525
24825,-1,-12,9,6529
24840,1,0,-6,6532
24855,1,2,3,6536
24870,-1,-8,-12,6540
24885,1,7,-4,6544
24900,1,7,1,6548
24915,-1,-5,3,6552
24930,-1,3,-2,6556
24945,1,9,2,6560
24960,-1,-4,3,6563
24975,1,1,2,6567
24990,-1,11,9,6571
25005,-1,3,8,6575
25020,-1,0,6,6579
25035,-1,-9,-7,6583
25050,1,9,6,6587
25065,1,6,-7,6591
25080,-1,2,0,6594
25095,1,-5,-11,6598
25110,1,12,-11,6602
25125,1,12,10,6606
25140,-1,6,9,6610
25155,-1,-12,-2,6614
25170,1,-4,-2,6618
25185,-1,-5,1,6621
25200,1,11,-3,6625
25215,1,12,0,6629
25230,1,9,-11,6633
25245,1,-5,9,6637
25260,1,5,0,6641
25275,1,0,-4,6645
25290,1,5,-3,6649
25305,-1,-4,-1,6652
25320,1,7,1,6656
25335,-1,3,10,6660
25350,-1,5,1,6664
25365,-1,6,2,6668
25380,-1,-1,2,6672
25395,1,-12,-12,6676
25410,-1,11,-1,6679
25425,1,2,-2,6683
25440,1,-3,-10,6687
25455,1,6,-5,6691
25470,-1,-3,11,6695
25485,-1,0,-7,6699
25500,1,8,7,6703
25515,1,-1,-5,6707
25530,-1,0,8,6710
25545,1,-2,12,6714
25560,-1,4,-6,6718
25575,-1,4,-12,6722
25590,-1,3,10,6726
25605,-1,11,0,6730
25620,1,6,1,6734
25635,1,1,6,6737
25650,-1,-5,0,6741
25665,-1,8,4,6745
25680,1,-3,-8,6749
25695,1,-1,5,6753
25710,-1,0,2,6757
25725,-1,-12,-5,6761
25740,1,1,3,6765
25755,1,-2,1,6768
25770,1,-2,7,6772
25785,-1,-5,-6,6776
25800,-1,-6,-9,6780
25815,-1,-3,1,6784
25830,1,-12,-4,6788
25845,1,10,0,6792
25860,-1,-1,12,6795
25875,1,1,10,6799
25890,1,12,2,6803
25905,-1,2,-2,6807
25920,-1,9,-5,6811
25935,-1,-6,5,6815
25950,1,-3,2,6819
25965,1,-12,6,6823
25980,1,-8,5,6826
25995,1,-5,5,6830
26010,1,-9,-9,6834
26025,1,-7,-5,6838
26040,-1,11,8,6842
26055,-1,10,5,6846
26070,-1,12,-7,6850
26085,1,8,-1,6854
26100,1,1,10,6857
26115,-1,9,-3,6861
26130,-1,2,3,6865
26145,1,-6,-9,6869
26160,-1,-5,6,6873
26175,-1,-12,6,6877
26190,1,1,-1,6881
26205,1,10,8,6884
26220,1,2,-10,6888
26235,-1,5,3,6892
26250,-1,-8,-10,6896
26265,-1,-5,4,6900
26280,-1,11,-7,6904
26295,1,9,10,6908
26310,-1,-1,10,6912
26325,1,2,1,6915
26340,1,-2,-4,6919
26355,1,-3,-1,6923
26370,1,-6,0,6927
26385,1,1,7,6931
26400,-1,3,-4,6935
26415,-1,-4,-7,6939
26430,1,0,-6,6942
26445,1,8,7,6946
26460,1,0,-10,6950
26475,-1,12,-7,6954
26490,-1,9,-1,6958
26505,-1,-4,1,6962
26520,1,0,5,6966
26535,1,-10,-12,6970
26550,1,3,4,6973
26565,1,6,5,6977
26580,-1,0,7,6981
26595,-1,4,-7,6985
26610,1,-7,5,6989
26625,1,-4,4,6993
26640,-1,5,-10,6997
26655,1,-8,-12,7000
26670,-1,11,-9,7004
26685,1,3,-5,7008
26700,-1,-8,-5,7012
26715,-1,3,-10,7016
26730,1,-6,12,7020
26745,-1,0,-10,7024
26760,-1,3,9,7028
26775,1,3,3,7031
26790,1,11,5,7035
26805,1,-11,1,7039
26820,-1,1,2,7043
26835,1,-10,3,7047
26850,1,0,0,7051
26865,-1,12,-10,7055
26880,1,0,12,7058
26895,-1,-4,-2,7062
26910,-1,12,-1,7066
26925,-1,-9,2,7070
26940,-1,-2,-11,7074
26955,-1,4,1,7078
26970,1,5,1,7082
26985,1,0,12,7086
27000,1,-7,-1,7089
27015,1,-8,4,7093
27030,-1,-11,-1,7097
27045,1,-1,5,7101
27060,1,-2,-8,7105
27075,-1,3,-8,7109
27090,1,0,-7,7113
27105,1,0,-12,7117
27120,-1,-9,8,7120
27135,1,-4,-4,7124
27150,1,-6,6,7128
27165,1,-3,-7,7132
27180,-1,-5,9,7136
27195,-1,3,-7,7140
27210,-1,5,7,7144
27225,-1,4,-7,7147
27240,1,10,-2,7151
27255,1,11,3,7155
27270,1,4,-12,7159
27285,1,8,0,7163
27300,-1,-12,-8,7167
27315,-1,0,-9,7171
27330,-1,9,4,7175
27345,-1,-11,10,7178
27360,1,-1,-5,7182
27375,1,0,-4,7186
27390,-1,-9,11,7190
27405,1,2,1,7194
27420,1,10,-3,7198
27435,1,-2,7,7202
27450,1,4,-11,7205
27465,1,-11,-2,7209
27480,-1,5,-10,7213
27495,-1,5,-10,7217
27510,-1,-9,-6,7221
27525,-1,9,5,7225
27540,-1,3,-6,7229
27555,-1,-12,-6,7233
27570,1,-9,4,7236
27585,1,5,9,7240
27600,-1,0,8,7244
27615,1,10,0,7248
27630,-1,8,-9,7252
27645,1,10,12,7256
27660,1,-12,8,7260
27675,-1,-9,-6,7263
27690,1,-12,-4,7267
27705,-1,10,-4,7271
27720,-1,10,3,7275
27735,-1,-12,-11,7279
27750,-1,-11,9,7283
27765,-1,2,-5,7287
27780,-1,-1,-2,7291
27795,-1,8,-4,7294
27810,1,-5,-11,7298
27825,-1,10,-4,7302
27840,-1,-8,5,7306
27855,-1,-11,6,7310
27870,-1,5,8,7314
27885,1,-11,8,7318
27900,-1,-10,-2,7321
27915,-1,1,10,7325
27930,1,0,-12,7329
27945,-1,-5,-10,7333
27960,1,12,-6,7337
27975,-1,8,11,7341
27990,-1,-2,-6,7345
28005,-1,3,-10,7349
28020,-1,-11,-5,7352
28035,1,4,-4,7356
28050,-1,9,-5,7360
28065,1,6,0,7364
28080,-1,-6,9,7368
28095,1,-10,11,7372
28110,-1,6,-4,7376
28125,-1,9,-2,7380
28140,1,-7,9,7383
28155,1,12,4,7387
28170,-1,11,-10,7391
28185,1,-8,-6,7395
28200,-1,5,1,7399
28215,-1,12,9,7403
28230,-1,-3,6,7407
28245,-1,-8,-4,7410
28260,1,10,-1,7414
28275,-1,0,-7,7418
28290,1,10,-6,7422
28305,1,-8,-7,7426
28320,-1,-10,-8,7430
28335,1,-12,6,7434
28350,-1,12,8,7438
28365,-1,7,5,7441
28380,-1,1,6,7445
28395,-1,11,8,7449
28410,1,4,4,7453
28425,1,-11,-2,7457
28440,1,-2,8,7461
28455,-1,-6,11,7465
28470,1,5,2,7468
28485,1,-7,-9,7472
28500,-1,10,4,7476
28515,1,-6,12,7480
28530,-1,-5,-7,7484
28545,1,-3,0,7488
28560,-1,2,11,7492
28575,-1,11,-7,7496
28590,1,-3,11,7499
28605,1,12,-7,7503
28620,-1,-3,-11,7507
28635,-1,11,-3,7511
28650,-1,-1,-5,7515
28665,-1,-12,-7,7519
28680,1,1,9,7523
28695,1,0,-6,7526
28710,-1,-5,-9,7530
28725,-1,3,-4,7534
28740,-1,-5,6,7538
28755,-1,9,-6,7542
28770,1,0,-1,7546
28785,-1,-9,5,7550
28800,-1,-4,0,7554
28815,1,9,-4,7557
28830,-1,6,-7,7561
28845,-1,12,11,7565
28860,-1,0,7,7569
28875,-1,1,4,7573
28890,1,-10,2,7577
28905,-1,1,-11,7581
28920,-1,-8,-5,7584
28935,1,-1,-2,7588
28950,-1,9,-2,7592
28965,1,8,4,7596
28980,1,10,9,7600
28995,-1,-10,2,7604
29010,-1,-1,6,7608
29025,1,8,-5,7612
29040,-1,-2,-2,7615
29055,-1,-10,0,7619
29070,-1,-5,-11,7623
29085,-1,1,0,7627
29100,-1,-1,9,7631
29115,-1,5,-6,7635
29130,-1,-7,-3,7639
29145,-1,-12,-4,7643
29160,-1,6,4,7646
29175,1,-4,10,7650
29190,-1,5,0,7654
29205,-1,5,12,7658
29220,-1,-3,0,7662
29235,1,-6,-3,7666
29250,1,-5,-9,7670
29265,-1,5,12,7673
29280,-1,-9,7,7677
29295,1,2,-4,7681
29310,1,11,-8,7685
29325,-1,-2,8,7689
29340,-1,6,8,7693
29355,1,-11,0,7697
29370,-1,-4,-1,7701
29385,1,-9,5,7704
29400,-1,-6,-8,7708
29415,-1,3,-1,7712
29430,-1,11,10,7716
29445,-1,-1,0,7720
29460,1,-4,-10,7724
29475,-1,8,0,7728
29490,1,-10,8,7731
29505,-1,7,9,7735
29520,1,-3,3,7739
29535,1,-1,11,7743
29550,1,9,-5,7747
29565,-1,-6,5,7751
29580,-1,-3,-2,7755
29595,1,-7,9,7759
29610,-1,-11,3,7762
29625,-1,-4,-3,7766
29640,-1,-4,-5,7770
29655,-1,4,11,7774
29670,1,9,3,7778
29685,1,7,7,7782
29700,1,4,1,7786
29715,-1,-5,8,7789
29730,1,7,-2,7793
29745,1,-2,1,7797
29760,-1,4,10,7801
29775,-1,4,-6,7805
29790,-1,-4,4,7809
29805,1,-1,-6,7813
29820,1,2,10,7817
29835,1,0,-7,7820
29850,1,-11,-6,7824
29865,1,7,-6,7828
29880,1,9,5,7832
29895,-1,11,-3,7836
29910,-1,-6,-12,7840
29925,1,-2,4,7844
29940,1,3,-1,7847
29955,-1,7,12,7851
29970,1,-11,-4,7855
29985,-1,-6,9,7859
30000,-1,-4,-1,7863
30015,1,11,7,7867
30030,1,0,-7,7871
30045,-1,-8,-2,7875
30060,1,-7,-8,7878
30075,-1,-2,2,7882
30090,1,8,6,7886
30105,1,-6,4,7890
30120,-1,-4,0,7894
30135,1,-6,5,7898
30150,-1,-2,-11,7902
30165,1,-6,3,7906
30180,-1,-4,-4,7909
30195,-1,0,7,7913
30210,-1,3,2,7917
30225,-1,12,7,7921
30240,-1,3,-5,7925
30255,-1,4,3,7929
30270,-1,8,6,7933
30285,1,-1,2,7936
30300,1,12,7,7940
30315,-1,-8,-9,7944
30330,1,-4,2,7948
30345,-1,-6,-12,7952
30360,1,-4,10,7956
30375,1,6,6,7960
30390,-1,6,-4,7964
30405,-1,1,-7,7967
30420,1,0,-5,7971
30435,1,9,-6,7975
30450,-1,3,12,7979
30465,1,10,3,7983
30480,1,-8,8,7987
30495,1,-12,5,7991
30510,1,-6,-2,7994
30525,-1,-1,1,7998
30540,-1,7,-9,8002
30555,-1,-4,10,8006
30570,1,2,12,8010
30585,1,1,0,8014
30600,-1,-10,11,8018
30615,-1,-6,-2,8022
30630,1,-6,12,8025
30645,1,-10,2,8029
30660,1,-8,-10,8033
30675,1,9,-1,8037
30690,-1,2,5,8041
30705,-1,11,11,8045
30720,1,4,11,8049
30735,1,-4,12,8052
30750,1,4,-3,8056
30765,-1,-11,-2,8060
30780,-1,1,-8,8064
30795,1,-1,-2,8068
30810,1,-7,7,8072
30825,1,6,4,8076
30840,-1,1,3,8080
30855,1,7,-6,8083
30870,1,4,-3,8087
30885,1,9,-11,8091
30900,1,-6,-3,8095
30915,-1,10,-6,8099
30930,-1,-4,-10,8103
30945,-1,7,12,8107
30960,1,-9,-9,8110
30975,1,-5,6,8114
30990,-1,-6,12,8118
31005,-1,-7,-8,8122
31020,1,5,8,8126
31035,-1,-2,9,8130
31050,-1,5,-9,8134
31065,-1,7,7,8138
31080,-1,1,7,8141
31095,-1,-9,-4,8145
31110,-1,-7,-4,8149
31125,-1,-11,7,8153
31140,1,-10,-7,8157
31155,1,-12,5,8161
31170,-1,-10,-5,8165
31185,1,10,-12,8169
31200,1,7,-9,8172
31215,1,4,9,8176
31230,1,-2,9,8180
31245,-1,-8,-4,8184
31260,1,7,7,8188
31275,1,-10,1,8192
31290,1,-11,-8,8196
31305,1,5,4,8199
31320,-1,3,4,8203
31335,1,0,6,8207
31350,1,-9,-3,8211
31365,-1,-2,-10,8215
