frame,sign,kx,ky,sbxframe
4530,1,-9,-3,1297
4545,-1,9,-11,1301
4560,1,9,7,1305
4575,-1,-3,12,1308
4590,1,5,-7,1312
4605,1,0,5,1316
4620,1,-7,-6,1320
4635,-1,5,7,1324
4650,-1,5,10,1328
4665,-1,10,-4,1332
4680,1,3,-9,1335
4695,1,12,-8,1339
4710,1,0,-9,1343
4725,-1,-10,-12,1347
4740,-1,6,-3,1351
4755,-1,-5,4,1355
4770,1,-9,5,1359
4785,1,8,5,1363
4800,1,10,5,1366
4815,-1,-10,-1,1370
4830,-1,4,11,1374
4845,1,-5,10,1378
4860,1,10,-10,1382
4875,1,-11,12,1386
4890,-1,10,9,1390
4905,-1,-11,10,1393
4920,-1,-9,8,1397
4935,-1,-12,-4,1401
4950,1,8,5,1405
4965,-1,2,0,1409
4980,1,5,3,1413
4995,-1,-10,-4,1417
5010,-1,-6,4,1421
5025,1,-4,-4,1424
5040,-1,11,-7,1428
5055,1,5,-11,1432
5070,-1,2,0,1436
5085,-1,12,1,1440
5100,-1,11,-11,1444
5115,-1,12,-10,1448
5130,1,8,-10,1451
5145,1,12,5,1455
5160,1,9,2,1459
5175,-1,12,9,1463
5190,1,-7,-6,1467
5205,-1,-1,2,1471
5220,1,-3,-3,1475
5235,1,-6,4,1479
5250,-1,7,12,1482
5265,1,6,-10,1486
5280,-1,-4,-8,1490
5295,-1,4,5,1494
5310,1,5,6,1498
5325,-1,2,-5,1502
5340,1,-9,10,1506
5355,1,11,-3,1509
5370,-1,-6,12,1513
5385,-1,2,-2,1517
5400,1,11,2,1521
5415,1,-5,-6,1525
5430,-1,-1,9,1529
5445,-1,3,11,1533
5460,1,-4,-7,1537
5475,-1,-4,-5,1540
5490,-1,-7,-1,1544
5505,1,-3,11,1548
5520,1,-4,-11,1552
5535,-1,11,-7,1556
5550,1,11,-9,1560
5565,1,-6,-9,1564
5580,1,8,-5,1568
5595,-1,-3,-1,1571
5610,-1,-11,3,1575
5625,1,2,-6,1579
5640,1,-2,-10,1583
5655,1,3,-2,1587
5670,-1,9,4,1591
5685,-1,12,-7,1595
5700,1,-9,6,1598
5715,-1,5,-2,1602
5730,1,12,7,1606
5745,-1,7,2,1610
5760,1,10,-9,1614
5775,1,9,12,1618
5790,1,-10,11,1622
5805,1,5,6,1626
5820,-1,-7,8,1629
5835,-1,-5,11,1633
5850,-1,-12,6,1637
5865,1,11,-11,1641
5880,1,7,-5,1645
5895,-1,-6,8,1649
5910,-1,-8,-7,1653
5925,1,-10,0,1656
5940,1,8,6,1660
5955,-1,4,3,1664
5970,1,-3,9,1668
5985,1,-10,7,1672
6000,-1,10,8,1676
6015,-1,-8,-10,1680
6030,-1,5,0,1684
6045,-1,4,3,1687
6060,-1,-6,-3,1691
6075,1,9,-3,1695
6090,-1,-12,-3,1699
6105,1,0,-11,1703
6120,-1,2,-12,1707
6135,1,-8,9,1711
6150,-1,-5,-2,1714
6165,1,2,-4,1718
6180,1,-3,-8,1722
6195,1,-3,8,1726
6210,1,-7,-4,1730
6225,1,12,-12,1734
6240,1,7,2,1738
6255,-1,10,6,1742
6270,1,-1,-3,1745
6285,1,2,-3,1749
6300,-1,-7,11,1753
6315,-1,4,-1,1757
6330,1,0,9,1761
6345,1,-8,-7,1765
6360,1,-3,-8,1769
6375,-1,-11,-5,1772
6390,-1,-12,-6,1776
6405,-1,-4,9,1780
6420,1,-12,0,1784
6435,-1,-7,-8,1788
6450,1,-8,-9,1792
6465,-1,-11,-1,1796
6480,-1,-12,-10,1800
6495,1,0,-5,1803
6510,-1,-7,-1,1807
6525,1,-5,8,1811
6540,-1,0,-2,1815
6555,-1,-2,12,1819
6570,1,10,-4,1823
6585,-1,4,12,1827
6600,1,5,-2,1830
6615,-1,-4,-3,1834
6630,-1,7,-1,1838
6645,1,2,2,1842
6660,-1,11,-8,1846
6675,1,-9,-11,1850
6690,-1,-3,3,1854
6705,1,3,-4,1858
6720,-1,-4,10,1861
6735,1,-6,-9,1865
6750,-1,2,-7,1869
6765,1,-2,6,1873
6780,1,1,-5,1877
6795,-1,1,12,1881
6810,-1,-7,-4,1885
6825,-1,10,4,1889
6840,-1,7,-12,1892
6855,-1,6,5,1896
6870,1,-12,1,1900
6885,1,-5,10,1904
6900,1,-5,11,1908
6915,-1,2,-2,1912
6930,1,-2,6,1916
6945,-1,3,-11,1919
6960,-1,-11,0,1923
6975,-1,8,1,1927
6990,-1,1,-7,1931
7005,-1,5,2,1935
7020,-1,11,3,1939
7035,1,6,4,1943
7050,-1,3,-2,1947
7065,-1,11,11,1950
7080,-1,-2,1,1954
7095,1,0,-5,1958
7110,-1,6,9,1962
7125,-1,-6,-1,1966
7140,-1,-9,5,1970
7155,1,-11,2,1974
7170,-1,0,-7,1977
7185,1,5,3,1981
7200,1,3,11,1985
7215,-1,5,7,1989
7230,1,10,-5,1993
7245,1,7,-7,1997
7260,1,-4,2,2001
7275,-1,1,-6,2005
7290,-1,-7,-9,2008
7305,1,2,11,2012
7320,-1,-8,11,2016
7335,1,0,-5,2020
7350,-1,4,9,2024
7365,-1,9,11,2028
7380,-1,5,7,2032
7395,-1,-7,5,2035
7410,1,4,7,2039
7425,1,8,-3,2043
7440,1,-3,-10,2047
7455,1,5,0,2051
7470,-1,-6,3,2055
7485,-1,9,-9,2059
7500,-1,10,10,2063
7515,-1,2,-8,2066
7530,1,6,11,2070
7545,-1,-9,-11,2074
7560,-1,-3,12,2078
7575,-1,-6,-1,2082
7590,1,-12,-12,2086
7605,-1,12,-10,2090
7620,-1,-8,6,2093
7635,-1,-11,7,2097
7650,1,11,-6,2101
7665,1,-9,-6,2105
7680,1,1,-11,2109
7695,1,-12,11,2113
7710,1,10,1,2117
7725,1,1,10,2121
7740,-1,-7,-7,2124
7755,1,7,9,2128
7770,1,0,-12,2132
7785,1,-5,-6,2136
7800,1,3,-9,2140
7815,1,10,6,2144
7830,-1,-1,-11,2148
7845,1,0,6,2151
7860,-1,4,6,2155
7875,1,7,1,2159
7890,1,11,1,2163
7905,-1,2,-5,2167
7920,1,7,6,2171
7935,1,11,3,2175
7950,-1,10,-9,2179
7965,-1,-4,1,2182
7980,-1,8,8,2186
7995,1,-11,5,2190
8010,1,7,-2,2194
8025,-1,-1,-4,2198
8040,-1,-1,-6,2202
8055,-1,11,-2,2206
8070,1,-3,9,2210
8085,1,-10,-7,2213
8100,1,-12,-8,2217
8115,1,-3,3,2221
8130,1,-4,-9,2225
8145,-1,10,-1,2229
8160,1,-7,-5,2233
8175,1,12,-2,2237
8190,-1,12,12,2240
8205,1,-10,5,2244
8220,-1,-7,-9,2248
8235,1,11,-11,2252
8250,-1,-10,7,2256
8265,1,2,5,2260
8280,1,0,-11,2264
8295,1,-12,-4,2268
8310,1,4,10,2271
8325,1,2,5,2275
8340,-1,-4,1,2279
8355,1,3,-7,2283
8370,-1,6,-4,2287
8385,-1,3,1,2291
8400,1,-9,-8,2295
8415,-1,7,-2,2298
8430,-1,0,-4,2302
8445,-1,-9,8,2306
8460,1,8,-2,2310
8475,-1,-4,0,2314
8490,1,-3,-8,2318
8505,-1,-7,11,2322
8520,-1,4,-1,2326
8535,-1,-3,0,2329
8550,-1,4,-12,2333
8565,1,2,10,2337
8580,-1,-10,-5,2341
8595,-1,-2,12,2345
8610,-1,7,-1,2349
8625,1,1,-1,2353
8640,1,-11,2,2356
8655,-1,-6,3,2360
8670,1,-9,-10,2364
8685,1,7,-2,2368
8700,-1,-2,4,2372
8715,-1,-1,-2,2376
8730,-1,-6,2,2380
8745,1,-8,9,2384
8760,1,-10,-6,2387
8775,-1,-2,-7,2391
8790,-1,12,-9,2395
8805,-1,11,1,2399
8820,1,-1,-10,2403
8835,-1,12,-9,2407
8850,-1,-7,-6,2411
8865,-1,1,9,2414
8880,1,0,12,2418
8895,-1,-7,9,2422
8910,-1,12,-9,2426
8925,-1,6,3,2430
8940,1,5,2,2434
8955,-1,-2,9,2438
8970,1,10,2,2442
8985,1,11,2,2445
9000,-1,5,-12,2449
9015,1,-12,11,2453
9030,1,2,-8,2457
9045,1,1,-3,2461
9060,-1,8,-9,2465
9075,-1,-6,-6,2469
9090,1,2,1,2472
9105,1,5,-11,2476
9120,1,-8,10,2480
9135,1,-3,6,2484
9150,-1,-9,-1,2488
9165,-1,-5,4,2492
9180,1,1,-8,2496
9195,-1,9,12,2500
9210,-1,-4,11,2503
9225,1,12,-12,2507
9240,-1,2,-6,2511
9255,-1,-2,-6,2515
9270,1,-2,11,2519
9285,-1,0,3,2523
9300,-1,4,-9,2527
9315,-1,5,5,2531
9330,1,7,-6,2534
9345,-1,1,-2,2538
9360,-1,11,-11,2542
9375,-1,10,-4,2546
9390,1,2,2,2550
9405,-1,5,-6,2554
9420,-1,-3,-2,2558
9435,1,-4,-9,2561
9450,-1,12,-7,2565
9465,-1,4,-12,2569
9480,1,-10,2,2573
9495,-1,7,-4,2577
9510,1,4,-12,2581
9525,1,-3,-4,2585
9540,1,-12,-11,2589
9555,-1,8,12,2592
9570,-1,2,-8,2596
9585,1,-10,-10,2600
9600,1,-6,-2,2604
9615,1,7,6,2608
9630,-1,8,3,2612
9645,1,1,-6,2616
9660,-1,7,-12,2619
9675,1,5,-2,2623
9690,1,5,2,2627
9705,1,-12,5,2631
9720,-1,-3,-12,2635
9735,1,2,-11,2639
9750,-1,12,-2,2643
9765,-1,2,5,2647
9780,-1,-6,-5,2650
9795,1,3,6,2654
9810,-1,-1,1,2658
9825,-1,3,0,2662
9840,-1,-10,-11,2666
9855,-1,8,5,2670
9870,1,10,-9,2674
9885,-1,0,1,2677
9900,1,5,12,2681
9915,-1,0,-8,2685
9930,-1,-9,0,2689
9945,1,7,4,2693
9960,1,5,-9,2697
9975,1,6,-3,2701
9990,-1,6,-2,2705
10005,1,8,3,2708
10020,-1,9,12,2712
10035,1,6,-6,2716
10050,-1,-12,-12,2720
10065,-1,-3,-11,2724
10080,-1,12,7,2728
10095,1,12,3,2732
10110,-1,1,7,2735
10125,-1,-12,2,2739
10140,-1,5,11,2743
10155,-1,11,4,2747
10170,-1,-3,9,2751
10185,1,2,6,2755
10200,-1,5,11,2759
10215,-1,9,9,2763
10230,-1,8,1,2766
10245,1,4,6,2770
10260,1,7,-8,2774
10275,1,9,6,2778
10290,1,0,10,2782
10305,-1,-10,1,2786
10320,1,4,5,2790
10335,1,-12,0,2793
10350,1,2,10,2797
10365,1,8,3,2801
10380,1,3,-12,2805
10395,1,-5,2,2809
10410,-1,8,-11,2813
10425,-1,-10,6,2817
10440,-1,-7,-4,2821
10455,1,-6,-5,2824
10470,1,-5,8,2828
10485,-1,3,-6,2832
10500,-1,9,0,2836
10515,1,2,-2,2840
10530,-1,6,-9,2844
10545,1,2,1,2848
10560,1,10,-3,2852
10575,-1,1,3,2855
10590,1,5,-4,2859
10605,-1,-7,9,2863
10620,1,0,-11,2867
10635,1,12,-3,2871
10650,1,4,1,2875
10665,1,-2,3,2879
10680,-1,8,8,2882
10695,1,-4,-9,2886
10710,1,-11,-7,2890
10725,-1,11,7,2894
10740,1,-12,-6,2898
10755,-1,9,-1,2902
10770,1,9,-7,2906
10785,1,2,3,2910
10800,-1,-8,-2,2913
10815,-1,6,5,2917
10830,-1,-12,-12,2921
10845,1,-5,7,2925
10860,1,9,-9,2929
10875,-1,7,-12,2933
10890,1,-9,-8,2937
10905,-1,-9,-7,2940
10920,-1,11,5,2944
10935,-1,10,-10,2948
10950,1,10,-10,2952
10965,-1,-7,11,2956
10980,1,-3,-7,2960
10995,-1,-12,2,2964
11010,1,12,-5,2968
11025,-1,-1,-4,2971
11040,1,6,-1,2975
11055,1,-1,-4,2979
11070,1,9,-12,2983
11085,-1,-3,2,2987
11100,1,-12,-11,2991
11115,-1,7,-6,2995
11130,-1,2,6,2998
11145,-1,8,0,3002
11160,-1,-7,5,3006
11175,1,9,-5,3010
11190,-1,12,1,3014
11205,-1,7,-12,3018
11220,-1,-7,1,3022
11235,1,0,-9,3026
11250,1,-3,1,3029
11265,-1,6,10,3033
11280,1,11,-1,3037
11295,1,8,7,3041
11310,1,12,-11,3045
11325,-1,3,2,3049
11340,-1,-10,12,3053
11355,1,12,-7,3056
11370,1,-8,3,3060
11385,-1,11,-7,3064
11400,1,-6,-9,3068
11415,-1,-9,-6,3072
11430,-1,11,9,3076
11445,1,9,5,3080
11460,1,-5,6,3084
11475,1,-7,-2,3087
11490,-1,7,0,3091
11505,1,-5,7,3095
11520,1,-4,4,3099
11535,-1,-4,-9,3103
11550,1,-2,-2,3107
11565,-1,11,-1,3111
11580,-1,3,-6,3114
11595,1,12,7,3118
11610,1,-2,-11,3122
11625,-1,-7,0,3126
11640,-1,-2,8,3130
11655,1,-1,-2,3134
11670,-1,-10,-1,3138
11685,-1,1,-10,3142
11700,-1,0,-10,3145
11715,-1,6,1,3149
11730,1,-10,7,3153
11745,-1,11,9,3157
11760,-1,-1,12,3161
11775,-1,-4,5,3165
11790,1,-9,9,3169
11805,1,8,-1,3173
11820,1,-10,6,3176
11835,-1,10,4,3180
11850,1,-10,7,3184
11865,-1,-9,-3,3188
11880,1,9,5,3192
11895,-1,1,-6,3196
11910,1,5,-1,3200
11925,-1,8,-5,3203
11940,-1,-10,-1,3207
11955,-1,-5,-5,3211
11970,-1,4,8,3215
11985,1,0,11,3219
12000,-1,3,12,3223
12015,-1,4,-4,3227
12030,-1,-7,10,3231
12045,1,3,1,3234
12060,1,-7,1,3238
12075,-1,-9,12,3242
12090,-1,1,-5,3246
12105,1,-6,-2,3250
12120,1,-10,11,3254
12135,1,-2,2,3258
12150,-1,-4,0,3261
12165,-1,-12,-8,3265
12180,1,-12,-2,3269
12195,1,5,-5,3273
12210,1,-3,11,3277
12225,-1,9,-1,3281
12240,-1,5,0,3285
12255,1,7,1,3289
12270,-1,2,7,3292
12285,-1,1,9,3296
12300,-1,11,10,3300
12315,1,-2,-9,3304
12330,1,1,9,3308
12345,-1,-6,5,3312
12360,-1,-8,-5,3316
12375,-1,4,6,3319
12390,1,12,-9,3323
12405,1,-11,3,3327
12420,1,10,5,3331
12435,1,-11,4,3335
12450,-1,-12,-12,3339
12465,-1,-10,-8,3343
12480,-1,5,-2,3347
12495,-1,-11,4,3350
12510,1,2,4,3354
12525,-1,-7,-2,3358
12540,1,3,-4,3362
12555,1,5,5,3366
12570,-1,12,-5,3370
12585,-1,5,-10,3374
12600,-1,-3,-5,3377
12615,1,-10,-8,3381
12630,-1,-6,7,3385
12645,1,-5,4,3389
12660,-1,-1,5,3393
12675,-1,8,-11,3397
12690,-1,-9,-4,3401
12705,-1,-4,8,3405
12720,1,10,9,3408
12735,1,-8,-5,3412
12750,1,-3,-6,3416
12765,-1,9,11,3420
12780,1,-11,12,3424
12795,-1,6,2,3428
12810,1,-11,-9,3432
12825,-1,1,-5,3435
12840,-1,10,6,3439
12855,1,5,-10,3443
12870,1,1,-9,3447
12885,1,-12,4,3451
12900,-1,-7,-1,3455
12915,-1,-3,-12,3459
12930,1,12,-6,3463
12945,1,3,2,3466
12960,1,10,-10,3470
12975,-1,12,-2,3474
12990,1,-5,-2,3478
13005,1,-9,8,3482
13020,-1,12,7,3486
13035,1,-12,3,3490
13050,1,-9,-8,3494
13065,1,3,10,3497
13080,1,4,3,3501
13095,-1,9,-2,3505
13110,1,2,-5,3509
13125,1,-7,2,3513
13140,1,-6,5,3517
13155,1,2,-7,3521
13170,-1,0,-4,3524
13185,1,5,-10,3528
13200,1,-4,-10,3532
13215,-1,8,10,3536
13230,1,7,9,3540
13245,-1,-5,4,3544
13260,-1,-11,7,3548
13275,1,3,-1,3552
13290,-1,10,-10,3555
13305,1,-12,4,3559
13320,-1,6,4,3563
13335,-1,10,-6,3567
13350,-1,-4,8,3571
13365,-1,12,11,3575
13380,1,7,11,3579
13395,1,-4,8,3582
13410,1,2,-4,3586
13425,-1,10,-1,3590
13440,-1,1,6,3594
13455,1,7,-8,3598
13470,1,-9,-5,3602
13485,-1,-7,3,3606
13500,-1,-8,-7,3610
13515,-1,5,-6,3613
13530,-1,4,3,3617
13545,-1,-6,12,3621
13560,-1,6,-11,3625
13575,1,-12,0,3629
13590,-1,-4,1,3633
13605,-1,-5,-3,3637
13620,-1,-8,7,3640
13635,1,6,12,3644
13650,1,-6,5,3648
13665,-1,-1,12,3652
13680,-1,3,8,3656
13695,-1,-8,4,3660
13710,-1,6,-6,3664
13725,-1,5,0,3668
13740,1,6,3,3671
13755,1,1,1,3675
13770,-1,-2,11,3679
13785,1,6,2,3683
13800,-1,11,10,3687
13815,-1,-3,-1,3691
13830,1,10,1,3695
13845,-1,12,-11,3698
13860,-1,2,-4,3702
13875,-1,12,-3,3706
13890,-1,5,2,3710
13905,1,3,12,3714
13920,-1,11,10,3718
13935,-1,0,11,3722
13950,1,11,-10,3726
13965,1,2,7,3729
13980,1,10,-3,3733
13995,1,-4,-6,3737
14010,-1,-6,9,3741
14025,1,8,6,3745
14040,1,-4,5,3749
14055,-1,-2,1,3753
14070,1,0,-11,3756
14085,-1,-7,5,3760
14100,1,4,0,3764
14115,-1,-1,1,3768
14130,1,-6,4,3772
14145,1,6,11,3776
14160,-1,7,5,3780
14175,-1,11,7,3784
14190,-1,12,-1,3787
14205,1,7,0,3791
14220,-1,4,9,3795
14235,1,-6,-1,3799
14250,1,-3,5,3803
14265,-1,3,11,3807
14280,-1,-6,7,3811
14295,-1,9,-8,3815
14310,-1,9,10,3818
14325,1,12,-12,3822
14340,1,-6,1,3826
14355,1,-4,-5,3830
14370,1,-3,1,3834
14385,1,-5,10,3838
14400,1,-3,1,3842
14415,1,-5,7,3845
14430,1,9,-10,3849
14445,-1,11,4,3853
14460,1,-8,10,3857
14475,-1,10,9,3861
14490,-1,-1,5,3865
14505,1,-9,7,3869
14520,1,6,-3,3873
14535,-1,-6,8,3876
14550,-1,-2,3,3880
14565,1,8,-4,3884
14580,-1,-3,-9,3888
14595,-1,-2,-6,3892
14610,1,-7,6,3896
14625,-1,8,-4,3900
14640,-1,-7,0,3903
14655,1,8,0,3907
14670,-1,2,-11,3911
14685,1,10,-9,3915
14700,1,12,2,3919
14715,-1,-3,-8,3923
14730,-1,3,12,3927
14745,1,1,-7,3931
14760,-1,7,6,3934
14775,1,9,2,3938
14790,1,-9,8,3942
14805,-1,1,-5,3946
14820,1,9,-10,3950
14835,1,5,12,3954
14850,1,3,-10,3958
14865,1,-6,-9,3961
14880,1,10,-4,3965
14895,1,-12,-4,3969
14910,-1,4,10,3973
14925,-1,1,8,3977
14940,1,7,-2,3981
14955,1,-3,1,3985
14970,-1,7,9,3989
14985,-1,3,1,3992
15000,1,-10,-7,3996
15015,-1,0,6,4000
15030,1,-2,-5,4004
15045,1,1,-2,4008
15060,1,5,-10,4012
15075,-1,4,12,4016
15090,-1,6,-8,4019
15105,1,-4,0,4023
15120,-1,-12,9,4027
15135,1,-11,-10,4031
15150,-1,1,5,4035
15165,1,-3,-7,4039
15180,1,11,0,4043
15195,-1,2,1,4047
15210,-1,-5,-11,4050
15225,1,3,-7,4054
15240,1,-9,9,4058
15255,1,11,0,4062
15270,1,-10,-4,4066
15285,1,-12,-9,4070
15300,1,10,-7,4074
15315,1,7,-11,4077
15330,-1,6,10,4081
15345,-1,-6,9,4085
15360,-1,-11,-8,4089
15375,-1,11,-3,4093
15390,-1,-6,10,4097
15405,-1,10,4,4101
15420,1,-11,12,4105
15435,1,-6,-8,4108
15450,1,-3,2,4112
15465,-1,-3,7,4116
15480,1,8,11,4120
15495,-1,2,-3,4124
15510,1,2,-10,4128
15525,-1,1,0,4132
15540,1,-6,-10,4136
15555,-1,-6,1,4139
15570,-1,4,-11,4143
15585,1,12,0,4147
15600,-1,-1,-9,4151
15615,1,9,-1,4155
15630,1,2,-2,4159
15645,1,-11,10,4163
15660,-1,-4,-6,4166
15675,1,4,7,4170
15690,1,-7,6,4174
15705,-1,10,-3,4178
15720,1,-6,6,4182
15735,-1,-10,-7,4186
15750,-1,-5,9,4190
15765,-1,-11,-3,4194
15780,1,-2,3,4197
15795,-1,-10,-4,4201
15810,1,-7,-10,4205
15825,1,5,11,4209
15840,1,10,1,4213
15855,1,-2,-6,4217
15870,1,4,-11,4221
